/home/yasser/Data/IMG/center_2017_07_25_05_22_02_437.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_02_437.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_02_437.jpg,0,0,0,4.700003E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_02_530.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_02_530.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_02_530.jpg,0,0,0,3.902429E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_02_673.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_02_673.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_02_673.jpg,0,0,0,3.902413E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_02_809.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_02_809.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_02_809.jpg,0,0,0,3.968819E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_02_956.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_02_956.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_02_956.jpg,0,0,0,3.304308E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_03_023.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_03_023.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_03_023.jpg,0,0,0,3.304303E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_03_146.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_03_146.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_03_146.jpg,0,0,0,3.304301E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_03_299.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_03_299.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_03_299.jpg,0,0,0,7.890549E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_03_434.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_03_434.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_03_434.jpg,0,0,0,3.635009E-06
/home/yasser/Data/IMG/center_2017_07_25_05_22_03_520.jpg,/home/yasser/Data/IMG/left_2017_07_25_05_22_03_520.jpg,/home/yasser/Data/IMG/right_2017_07_25_05_22_03_520.jpg,0,0,0,2.407615E-06
